build_model,build_device,manufacturer,board_platform,os_api_level_min,os_api_level_max,supported,support_avc,support_mpeg4v,max_fps,max_codec_mem_size,max_dec_count,max_enc_count,max_fhd_trans_time,rec_image_mode,rec_video_mode,audio_codec_count,max_sw_import_res,max_hw_import_res,max_dec_res_nexsw_b,max_dec_res_nexsw_m,max_dec_res_nexsw_h,max_dec_res_sw_b,max_dec_res_sw_m,max_dec_res_sw_h,max_dec_res_hw_b,max_dec_res_hw_m,max_dec_res_hw_h,export_res_sw,export_res_hw,export_res_extra,properties
 SGP321,,,MSM8064,16,10000,1,3,0,55,4177920,2,1,2000,1,2,-1,921600,921600,2088960,2088960,2088960,0,0,0,2088960,2088960,2088960,"1280,720,720,6291456|640,360,360,2097152","1280,720,720,6291456|640,360,360,2097152","1280,720,720,6291456|640,360,360,2097152","use_mediaextractor=0"
 C5503,,,MSM8064,16,10000,1,3,0,55,4177920,2,1,2000,1,2,-1,921600,921600,2088960,2088960,2088960,0,0,0,2088960,2088960,2088960,"1280,720,720,6291456|640,360,360,2097152","1280,720,720,6291456|640,360,360,2097152","1280,720,720,6291456|640,360,360,2097152","use_mediaextractor=0"
 SGP312,,,MSM8064,16,10000,1,3,0,55,4177920,2,1,2000,1,2,-1,921600,921600,2088960,2088960,2088960,0,0,0,2088960,2088960,2088960,"1280,720,720,6291456|640,360,360,2097152","1280,720,720,6291456|640,360,360,2097152","1280,720,720,6291456|640,360,360,2097152","use_mediaextractor=0"
 ,flo,,MSM8064,16,10000,1,3,0,55,4177920,2,1,2000,1,2,-1,921600,921600,2088960,2088960,2088960,0,0,0,2088960,2088960,2088960,"1280,720,720,6291456|640,360,360,2097152","1280,720,720,6291456|640,360,360,2097152","1280,720,720,6291456|640,360,360,2097152",""
 ,grouper,,tegra3,16,10000,1,3,0,55,4177920,2,1,2000,1,2,-1,921600,921600,2088960,2088960,2088960,0,0,0,2088960,2088960,2088960,"1280,720,720,6291456|640,360,360,2097152","1280,720,720,6291456|640,360,360,2097152","1280,720,720,6291456|640,360,360,2097152",""
 ,mako,,MSM8064,16,10000,1,3,0,35,3133440,2,1,-1,1,2,-1,921600,921600,2088960,2088960,2088960,0,0,0,2088960,2088960,2088960,"1280,720,720,6291456|640,360,360,2097152","1280,720,720,6291456|640,360,360,2097152","1280,720,720,6291456|640,360,360,2097152",""
 ,geehrc,,MSM8064,16,17,1,3,0,55,4177920,2,1,2000,1,2,-1,2088960,921600,2088960,2088960,2088960,0,0,0,2088960,2088960,2088960,"1920,1080,1080,12582912|1280,720,720,6291456|960,540,540,3145728|640,360,360,2097152","1280,720,720,6291456|960,540,540,3145728|640,360,360,2097152","1920,1080,1080,12582912|1280,720,720,6291456|960,540,540,3145728|640,360,360,2097152",""
 ,geehrc4g,,MSM8064,16,17,1,3,0,55,4177920,2,1,2000,1,2,-1,2088960,921600,2088960,2088960,2088960,0,0,0,2088960,2088960,2088960,"1920,1080,1080,12582912|1280,720,720,6291456|960,540,540,3145728|640,360,360,2097152","1280,720,720,6291456|960,540,540,3145728|640,360,360,2097152","1920,1080,1080,12582912|1280,720,720,6291456|960,540,540,3145728|640,360,360,2097152",""
 ,geefhd,,MSM8064,16,17,1,3,0,55,4177920,2,1,2000,1,2,-1,2088960,921600,2088960,2088960,2088960,0,0,0,2088960,2088960,2088960,"1920,1080,1080,12582912|1280,720,720,6291456|960,540,540,3145728|640,360,360,2097152","1280,720,720,6291456|960,540,540,3145728|640,360,360,2097152","1920,1080,1080,12582912|1280,720,720,6291456|960,540,540,3145728|640,360,360,2097152",""
 ,geefhd4g,,MSM8064,16,17,1,3,0,55,4177920,2,1,2000,1,2,-1,2088960,921600,2088960,2088960,2088960,0,0,0,2088960,2088960,2088960,"1920,1080,1080,12582912|1280,720,720,6291456|960,540,540,3145728|640,360,360,2097152","1280,720,720,6291456|960,540,540,3145728|640,360,360,2097152","1920,1080,1080,12582912|1280,720,720,6291456|960,540,540,3145728|640,360,360,2097152",""
 ,geehrc,,MSM8064,18,10000,1,3,0,55,4177920,2,1,2000,1,2,-1,2088960,921600,2088960,2088960,2088960,0,0,0,2088960,2088960,2088960,"1920,1080,1080,12582912|1280,720,720,6291456|640,360,360,2097152","1280,720,720,6291456|640,360,360,2097152","1920,1080,1080,12582912|1280,720,720,6291456|640,360,360,2097152",""
 ,geehrc4g,,MSM8064,18,10000,1,3,0,55,4177920,2,1,2000,1,2,-1,2088960,921600,2088960,2088960,2088960,0,0,0,2088960,2088960,2088960,"1920,1080,1080,12582912|1280,720,720,6291456|640,360,360,2097152","1280,720,720,6291456|640,360,360,2097152","1920,1080,1080,12582912|1280,720,720,6291456|640,360,360,2097152",""
 ,geefhd,,MSM8064,18,10000,1,3,0,55,4177920,2,1,2000,1,2,-1,2088960,921600,2088960,2088960,2088960,0,0,0,2088960,2088960,2088960,"1920,1080,1080,12582912|1280,720,720,6291456|640,360,360,2097152","1280,720,720,6291456|640,360,360,2097152","1920,1080,1080,12582912|1280,720,720,6291456|640,360,360,2097152",""
 ,geefhd4g,,MSM8064,18,10000,1,3,0,55,6266880,2,1,2000,1,2,-1,2088960,921600,2088960,2088960,2088960,0,0,0,2088960,2088960,2088960,"1920,1080,1080,12582912|1280,720,720,6291456|640,360,360,2097152","1280,720,720,6291456|640,360,360,2097152","1920,1080,1080,12582912|1280,720,720,6291456|640,360,360,2097152","support_video_layers=1"
 COOLPAD 9970L,,,MSM8974,16,17,1,3,0,55,12533760,2,1,-1,1,2,-1,2088960,2088960,2088960,2088960,2088960,0,0,0,2088960,2088960,2088960,"1920,1088,1080,12582912|1280,736,720,6291456|640,352,360,2097152","1920,1080,1080,12582912|1280,720,720,6291456|640,360,360,2097152","1920,1088,1080,12582912|1280,736,720,6291456|640,352,360,2097152",""
 COOLPAD 9970L,,,MSM8974,18,10000,1,3,0,55,12533760,2,1,-1,1,2,-1,2088960,2088960,2088960,2088960,2088960,0,0,0,2088960,2088960,2088960,"1920,1088,1080,12582912|1280,736,720,6291456|640,368,360,2097152","1920,1080,1080,12582912|1280,720,720,6291456|640,360,360,2097152","1920,1088,1080,12582912|1280,736,720,6291456|640,368,360,2097152",""
 COOLPAD 9190L,,,MSM8226,16,10000,1,3,0,35,3133440,2,1,-1,1,2,-1,921600,921600,2088960,2088960,2088960,921600,0,0,921600,921600,921600,"1280,720,720,6291456|960,540,540,3145728|640,360,360,2097152","1280,720,720,6291456|960,540,540,3145728|640,360,360,2097152","1280,720,720,6291456|960,540,540,3145728|640,360,360,2097152",""
 ,ef52k,,MSM8064,16,10000,1,3,0,35,3133440,2,1,-1,1,2,-1,921600,921600,2088960,2088960,2088960,0,0,0,2088960,2088960,2088960,"1280,720,720,6291456|640,360,360,2097152","1280,720,720,6291456|640,360,360,2097152","1280,720,720,6291456|640,360,360,2097152","use_mediaextractor=0"
 ,ef52s,,MSM8064,16,10000,1,3,0,35,3133440,2,1,-1,1,2,-1,921600,921600,2088960,2088960,2088960,0,0,0,2088960,2088960,2088960,"1280,720,720,6291456|640,360,360,2097152","1280,720,720,6291456|640,360,360,2097152","1280,720,720,6291456|640,360,360,2097152","use_mediaextractor=0"
 ,ef52l,,MSM8064,16,10000,1,3,0,35,3133440,2,1,-1,1,2,-1,921600,921600,2088960,2088960,2088960,0,0,0,2088960,2088960,2088960,"1280,720,720,6291456|640,360,360,2097152","1280,720,720,6291456|640,360,360,2097152","1280,720,720,6291456|640,360,360,2097152","use_mediaextractor=0"
 ,ef51k,,MSM8064,16,10000,1,3,0,35,3133440,2,1,-1,1,2,-1,921600,921600,2088960,2088960,2088960,0,0,0,2088960,2088960,2088960,"1280,720,720,6291456|640,360,360,2097152","1280,720,720,6291456|640,360,360,2097152","1280,720,720,6291456|640,360,360,2097152","use_mediaextractor=0"
 ,ef51s,,MSM8064,16,10000,1,3,0,35,3133440,2,1,-1,1,2,-1,921600,921600,2088960,2088960,2088960,0,0,0,2088960,2088960,2088960,"1280,720,720,6291456|640,360,360,2097152","1280,720,720,6291456|640,360,360,2097152","1280,720,720,6291456|640,360,360,2097152","use_mediaextractor=0"
 ,ef51l,,MSM8064,16,10000,1,3,0,35,3133440,2,1,-1,1,2,-1,921600,921600,2088960,2088960,2088960,0,0,0,2088960,2088960,2088960,"1280,720,720,6291456|640,360,360,2097152","1280,720,720,6291456|640,360,360,2097152","1280,720,720,6291456|640,360,360,2097152","use_mediaextractor=0"
 ,d1lsk,,MSM8960,16,10000,0,0,0,35,3133440,2,1,-1,1,2,-1,921600,921600,2088960,2088960,2088960,0,0,0,2088960,2088960,2088960,"1280,720,720,6291456|960,540,540,3145728|640,360,360,2097152","1280,720,720,6291456|960,540,540,3145728|640,360,360,2097152","1280,720,720,6291456|960,540,540,3145728|640,360,360,2097152",""
 ,d1lu,,MSM8960,16,10000,0,0,0,35,3133440,2,1,-1,1,2,-1,921600,921600,2088960,2088960,2088960,0,0,0,2088960,2088960,2088960,"1280,720,720,6291456|960,540,540,3145728|640,360,360,2097152","1280,720,720,6291456|960,540,540,3145728|640,360,360,2097152","1280,720,720,6291456|960,540,540,3145728|640,360,360,2097152",""
 ,d1lkt,,MSM8960,16,10000,0,0,0,35,3133440,2,1,-1,1,2,-1,921600,921600,2088960,2088960,2088960,0,0,0,2088960,2088960,2088960,"1280,720,720,6291456|960,540,540,3145728|640,360,360,2097152","1280,720,720,6291456|960,540,540,3145728|640,360,360,2097152","1280,720,720,6291456|960,540,540,3145728|640,360,360,2097152",""
 ,,,montblanc,16,10000,0,0,0,35,3133440,2,1,-1,1,2,-1,921600,921600,2088960,2088960,2088960,0,0,0,2088960,2088960,2088960,"1280,720,720,6291456|960,540,540,3145728|640,360,360,2097152","1280,720,720,6291456|960,540,540,3145728|640,360,360,2097152","1280,720,720,6291456|960,540,540,3145728|640,360,360,2097152",""
 ,vanquish,,MSM8960,16,10000,1,3,0,35,3133440,2,1,-1,1,2,-1,921600,921600,2088960,2088960,2088960,0,0,0,2088960,2088960,2088960,"1280,720,720,6291456","1280,720,720,6291456","1280,720,720,6291456",""
 ,vanquish_u,,MSM8960,16,10000,1,3,0,35,3133440,2,1,-1,1,2,-1,921600,921600,2088960,2088960,2088960,0,0,0,2088960,2088960,2088960,"1280,720,720,6291456","1280,720,720,6291456","1280,720,720,6291456",""
 ,,,k3v2oem1,16,10000,0,0,0,35,3133440,1,1,-1,1,2,-1,921600,921600,2088960,2088960,2088960,0,0,0,2088960,2088960,2088960,"1280,720,720,6291456|960,540,540,3145728|640,360,360,2097152","1280,720,720,6291456|960,540,540,3145728|640,360,360,2097152","1280,720,720,6291456|960,540,540,3145728|640,360,360,2097152",""
 ,,,clovertrail,18,10000,1,3,0,55,6266880,2,1,-1,1,2,-1,2088960,2088960,2088960,2088960,2088960,0,0,0,2088960,2088960,2088960,"1280,720,720,6291456|640,360,360,2097152","1280,720,720,6291456|640,360,360,2097152","1280,720,720,6291456|640,360,360,2097152",""
 ,ME173X,,MT6589,16,10000,0,0,0,0,,0,0,0,0,0,0,,,,,,,,,,,,"","","",""
 ,baffinltelgt,Samsung,exynos4,16,16,0,3,0,55,3133440,2,1,-1,1,2,0,921600,921600,2088960,2088960,2088960,0,0,0,2088960,2088960,2088960,"1280,720,720,6291456|960,540,540,3145728|640,360,360,2097152","1280,720,720,6291456|960,540,540,3145728|640,360,360,2097152","1280,720,720,6291456|960,540,540,3145728|640,360,360,2097152","chk_color_fmt=1"
 ,baffinltektt,Samsung,exynos4,16,16,0,3,0,55,3133440,2,1,-1,1,2,0,921600,921600,2088960,2088960,2088960,0,0,0,2088960,2088960,2088960,"1280,720,720,6291456|960,540,540,3145728|640,360,360,2097152","1280,720,720,6291456|960,540,540,3145728|640,360,360,2097152","1280,720,720,6291456|960,540,540,3145728|640,360,360,2097152","chk_color_fmt=1"
 ,baffinlteskt,Samsung,exynos4,16,16,0,3,0,55,3133440,2,1,-1,1,2,0,921600,921600,2088960,2088960,2088960,0,0,0,2088960,2088960,2088960,"1280,720,720,6291456|960,540,540,3145728|640,360,360,2097152","1280,720,720,6291456|960,540,540,3145728|640,360,360,2097152","1280,720,720,6291456|960,540,540,3145728|640,360,360,2097152","chk_color_fmt=1"
 ,,,rk30xx,16,10000,0,0,0,0,,0,0,0,0,0,0,,,,,,,,,,,,"","","",""
 ,GT-I9100,Samsung,,16,16,0,3,0,55,3133440,2,1,-1,1,2,0,921600,921600,2088960,2088960,2088960,0,0,0,2088960,2088960,2088960,"1280,720,720,6291456|960,540,540,3145728|640,360,360,2097152","1280,720,720,6291456|960,540,540,3145728|640,360,360,2097152","1280,720,720,6291456|960,540,540,3145728|640,360,360,2097152","chk_color_fmt=1"
 ,GT-I9100M,Samsung,,16,16,0,3,0,55,3133440,2,1,-1,1,2,0,921600,921600,2088960,2088960,2088960,0,0,0,2088960,2088960,2088960,"1280,720,720,6291456|960,540,540,3145728|640,360,360,2097152","1280,720,720,6291456|960,540,540,3145728|640,360,360,2097152","1280,720,720,6291456|960,540,540,3145728|640,360,360,2097152","chk_color_fmt=1"
 ,GT-I9100T,Samsung,,16,16,0,3,0,55,3133440,2,1,-1,1,2,0,921600,921600,2088960,2088960,2088960,0,0,0,2088960,2088960,2088960,"1280,720,720,6291456|960,540,540,3145728|640,360,360,2097152","1280,720,720,6291456|960,540,540,3145728|640,360,360,2097152","1280,720,720,6291456|960,540,540,3145728|640,360,360,2097152","chk_color_fmt=1"
 ,luv90nfc,LG,MT6577,16,10000,1,3,0,35,3133440,2,1,-1,1,0,-1,384000,384000,2088960,2088960,2088960,0,0,0,384000,384000,384000,"640,360,360,2097152","640,360,360,2097152","640,360,360,2097152",""
 ,luv90ss,LG,MT6577,16,10000,1,3,0,35,3133440,2,1,-1,1,0,-1,384000,384000,2088960,2088960,2088960,0,0,0,384000,384000,384000,"640,360,360,2097152","640,360,360,2097152","640,360,360,2097152",""
 ,luv90ds,LG,MT6577,16,10000,1,3,0,35,3133440,2,1,-1,1,0,-1,384000,384000,2088960,2088960,2088960,0,0,0,384000,384000,384000,"640,360,360,2097152","640,360,360,2097152","640,360,360,2097152",""
 ,LT30p,Sony,MSM8960,16,10000,0,0,0,35,3133440,2,1,-1,1,2,-1,921600,921600,2088960,2088960,2088960,0,0,0,2088960,2088960,2088960,"1280,720,720,6291456|960,540,540,3145728|640,360,360,2097152","1280,720,720,6291456|960,540,540,3145728|640,360,360,2097152","1280,720,720,6291456|960,540,540,3145728|640,360,360,2097152",""
 ,IM-A840S,Pantech,MSM8960,16,10000,0,0,0,35,3133440,2,1,-1,1,2,-1,921600,921600,2088960,2088960,2088960,0,0,0,2088960,2088960,2088960,"1280,720,720,6291456|960,540,540,3145728|640,360,360,2097152","1280,720,720,6291456|960,540,540,3145728|640,360,360,2097152","1280,720,720,6291456|960,540,540,3145728|640,360,360,2097152",""
 ,IM-A840SP,Pantech,MSM8960,16,10000,0,0,0,35,3133440,2,1,-1,1,2,-1,921600,921600,2088960,2088960,2088960,0,0,0,2088960,2088960,2088960,"1280,720,720,6291456|960,540,540,3145728|640,360,360,2097152","1280,720,720,6291456|960,540,540,3145728|640,360,360,2097152","1280,720,720,6291456|960,540,540,3145728|640,360,360,2097152",""
 SHV-E120S,,,MSM8660,16,10000,1,3,0,35,3133440,2,1,-1,1,0,-1,384000,384000,2088960,2088960,2088960,0,0,0,2088960,2088960,2088960,"800,480,480,2097152|640,360,360,2097152","800,480,480,2097152|640,360,360,2097152","800,480,480,2097152|640,360,360,2097152",""
 SM-T217S,,,MSM8960,16,10000,1,3,0,35,3133440,2,1,-1,1,0,-1,921600,921600,2088960,2088960,2088960,0,0,0,2088960,2088960,2088960,"1280,720,720,6291456|960,540,540,3145728|640,360,360,2097152","1280,720,720,6291456|960,540,540,3145728|640,360,360,2097152","1280,720,720,6291456|960,540,540,3145728|640,360,360,2097152",""
 ,C2105,Sony,MSM8960,16,10000,0,0,0,35,3133440,2,1,-1,1,2,-1,921600,921600,2088960,2088960,2088960,0,0,0,2088960,2088960,2088960,"1280,720,720,6291456|960,540,540,3145728|640,360,360,2097152","1280,720,720,6291456|960,540,540,3145728|640,360,360,2097152","1280,720,720,6291456|960,540,540,3145728|640,360,360,2097152",""
 ,C6802,,MSM8974,18,10000,1,3,0,55,12533760,2,1,-1,1,2,-1,2088960,2088960,2088960,2088960,2088960,0,0,0,2088960,2088960,2088960,"1920,1088,1080,12582912|1280,736,720,6291456|640,368,360,2097152","1920,1080,1080,12582912|1280,720,720,6291456|640,360,360,2097152","1920,1088,1080,12582912|1280,736,720,6291456|640,368,360,2097152","use_mediaextractor=0"
 ,C6802,,MSM8974,16,17,1,3,0,55,12533760,2,1,-1,1,2,-1,2088960,2088960,2088960,2088960,2088960,0,0,0,2088960,2088960,2088960,"1920,1088,1080,12582912|1280,736,720,6291456|640,352,360,2097152","1920,1080,1080,12582912|1280,720,720,6291456|640,360,360,2097152","1920,1088,1080,12582912|1280,736,720,6291456|640,352,360,2097152","use_mediaextractor=0"
 ,C6903,,MSM8974,18,10000,1,3,0,55,12533760,2,1,-1,1,2,-1,2088960,2088960,2088960,2088960,2088960,0,0,0,2088960,2088960,2088960,"1920,1088,1080,12582912|1280,736,720,6291456|640,368,360,2097152","1920,1080,1080,12582912|1280,720,720,6291456|640,360,360,2097152","1920,1088,1080,12582912|1280,736,720,6291456|640,368,360,2097152","use_mediaextractor=0"
 ,C6903,,MSM8974,16,17,1,3,0,55,12533760,2,1,-1,1,2,-1,2088960,2088960,2088960,2088960,2088960,0,0,0,2088960,2088960,2088960,"1920,1088,1080,12582912|1280,736,720,6291456|640,352,360,2097152","1920,1080,1080,12582912|1280,720,720,6291456|640,360,360,2097152","1920,1088,1080,12582912|1280,736,720,6291456|640,352,360,2097152","use_mediaextractor=0"
 ,D6503,,MSM8974,18,10000,1,3,0,55,12533760,2,1,-1,1,2,-1,2088960,2088960,2088960,2088960,2088960,0,0,0,2088960,2088960,2088960,"1920,1088,1080,12582912|1280,736,720,6291456|640,368,360,2097152","1920,1080,1080,12582912|1280,720,720,6291456|640,360,360,2097152","1920,1088,1080,12582912|1280,736,720,6291456|640,368,360,2097152","use_mediaextractor=0"
 ,D6503,,MSM8974,16,17,1,3,0,55,12533760,2,1,-1,1,2,-1,2088960,2088960,2088960,2088960,2088960,0,0,0,2088960,2088960,2088960,"1920,1088,1080,12582912|1280,736,720,6291456|640,352,360,2097152","1920,1080,1080,12582912|1280,720,720,6291456|640,360,360,2097152","1920,1088,1080,12582912|1280,736,720,6291456|640,352,360,2097152","use_mediaextractor=0"
 ,,,APQ8084,16,10000,1,3,0,55,12533760,2,1,-1,1,2,-1,2088960,2088960,2088960,2088960,2088960,0,0,0,2088960,2088960,2088960,"1920,1080,1080,12582912|1280,720,720,6291456|640,360,360,2097152","1920,1080,1080,12582912|1280,720,720,6291456|640,360,360,2097152","1920,1080,1080,12582912|1280,720,720,6291456|640,360,360,2097152",""
 ,,,MSM8084,16,10000,1,3,0,55,12533760,2,1,-1,1,2,-1,2088960,2088960,2088960,2088960,2088960,0,0,0,2088960,2088960,2088960,"1920,1080,1080,12582912|1280,720,720,6291456|640,360,360,2097152","1920,1080,1080,12582912|1280,720,720,6291456|640,360,360,2097152","1920,1080,1080,12582912|1280,720,720,6291456|640,360,360,2097152",""
 ,,,exynos4412,18,10000,1,3,0,55,3133440,2,1,-1,1,2,-1,921600,921600,2088960,2088960,2088960,0,0,0,2088960,2088960,2088960,"1280,720,720,6291456|960,540,540,3145728|640,360,360,2097152","1280,720,720,6291456|960,540,540,3145728|640,360,360,2097152","1280,720,720,6291456|960,540,540,3145728|640,360,360,2097152","use_android_jpeg_dec=1"
 ,,,exynos4412,16,17,1,3,0,55,3133440,2,1,-1,1,2,-1,921600,921600,2088960,2088960,2088960,0,0,0,2088960,2088960,2088960,"1280,720,720,6291456|960,540,540,3145728|640,360,360,2097152","1280,720,720,6291456|960,540,540,3145728|640,360,360,2097152","1280,720,720,6291456|960,540,540,3145728|640,360,360,2097152","chk_color_fmt=1|use_android_jpeg_dec=1"
 ,,,MTK6582,16,17,1,3,0,31,6266880,2,1,-1,1,2,-1,384000,2088960,2088960,2088960,2088960,0,0,0,2088960,2088960,2088960,"640,352,360,2097152","1920,1088,1080,12582912|1280,720,720,6291456|640,368,360,2097152","640,352,360,2097152",""
 ,,,MTK6582,18,10000,1,3,0,31,6266880,2,1,-1,1,2,-1,384000,2088960,2088960,2088960,2088960,0,0,0,2088960,2088960,2088960,"640,368,360,2097152","1920,1088,1080,12582912|1280,720,720,6291456|640,368,360,2097152","640,368,360,2097152",""
 ,,,MTK6582M,16,17,1,3,0,31,6266880,2,1,-1,1,2,-1,384000,2088960,2088960,2088960,2088960,0,0,0,2088960,2088960,2088960,"640,352,360,2097152","1920,1088,1080,12582912|1280,720,720,6291456|640,368,360,2097152","640,352,360,2097152",""
 ,,,MTK6582M,18,10000,1,3,0,31,6266880,2,1,-1,1,2,-1,384000,2088960,2088960,2088960,2088960,0,0,0,2088960,2088960,2088960,"640,368,360,2097152","1920,1088,1080,12582912|1280,720,720,6291456|640,368,360,2097152","640,368,360,2097152",""
 ,,,MTK6589T,16,17,1,3,0,55,6266880,2,1,-1,1,2,-1,2088960,921600,2088960,2088960,2088960,0,0,0,2088960,2088960,2088960,"1920,1088,1080,12582912|1280,736,720,6291456|960,544,540,3145728|640,368,360,2097152","1280,736,720,6291456|960,544,540,3145728|640,368,360,2097152","1920,1088,1080,12582912|1280,736,720,6291456|960,544,540,3145728|640,368,360,2097152","support_video_layers=false"
 ,,,MTK6589T,18,10000,1,3,0,55,6266880,2,1,-1,1,2,-1,2088960,921600,2088960,2088960,2088960,0,0,0,2088960,2088960,2088960,"1920,1088,1080,12582912|1280,720,720,6291456|960,544,540,3145728|640,352,360,2097152","1280,720,720,6291456|960,544,540,3145728|640,352,360,2097152","1920,1088,1080,12582912|1280,720,720,6291456|960,544,540,3145728|640,352,360,2097152","support_video_layers=false"
 ,,,MTK6592T,16,17,1,3,0,55,4177920,2,1,2000,1,2,-1,2088960,921600,2088960,2088960,2088960,0,0,0,921600,921600,921600,"1920,1088,1080,12582912|1280,720,720,6291456|960,544,540,3145728|640,352,360,2097152","1280,720,720,6291456|960,544,540,3145728|640,352,360,2097152","1920,1088,1080,12582912|1280,720,720,6291456|960,544,540,3145728|640,352,360,2097152",""
 ,,,MTK6592T,18,10000,1,3,0,55,4177920,2,1,2000,1,2,-1,2088960,921600,2088960,2088960,2088960,0,0,0,921600,921600,921600,"1920,1088,1080,12582912|1280,720,720,6291456|960,544,540,3145728|640,368,360,2097152","1280,720,720,6291456|960,544,540,3145728|640,368,360,2097152","1920,1088,1080,12582912|1280,720,720,6291456|960,544,540,3145728|640,368,360,2097152",""
