build_model,build_device,manufacturer,board_platform,os_api_level_min,os_api_level_max,supported,support_avc,support_mpeg4v,max_fps,max_codec_mem_size,max_dec_count,max_enc_count,max_fhd_trans_time,rec_image_mode,rec_video_mode,audio_codec_count,max_sw_import_res,max_hw_import_res,max_dec_res_nexsw_b,max_dec_res_nexsw_m,max_dec_res_nexsw_h,max_dec_res_sw_b,max_dec_res_sw_m,max_dec_res_sw_h,max_dec_res_hw_b,max_dec_res_hw_m,max_dec_res_hw_h,export_res_sw,export_res_hw,export_res_extra,properties
 ,SOL21,Sony,MSM8960,16,10000,0,0,0,35,3133440,2,1,-1,1,2,-1,921600,921600,2088960,2088960,2088960,0,0,0,2088960,2088960,2088960,"1280,720,720,6291456|960,540,540,3145728|640,360,360,2097152","1280,720,720,6291456|960,540,540,3145728|640,360,360,2097152","1280,720,720,6291456|960,540,540,3145728|640,360,360,2097152",""
 ,C2104,Sony,MSM8960,16,10000,0,0,0,35,3133440,2,1,-1,1,2,-1,921600,921600,2088960,2088960,2088960,0,0,0,2088960,2088960,2088960,"1280,720,720,6291456|960,540,540,3145728|640,360,360,2097152","1280,720,720,6291456|960,540,540,3145728|640,360,360,2097152","1280,720,720,6291456|960,540,540,3145728|640,360,360,2097152",""
 ,LT30a,Sony,MSM8960,16,10000,0,0,0,35,3133440,2,1,-1,1,2,-1,921600,921600,2088960,2088960,2088960,0,0,0,2088960,2088960,2088960,"1280,720,720,6291456|960,540,540,3145728|640,360,360,2097152","1280,720,720,6291456|960,540,540,3145728|640,360,360,2097152","1280,720,720,6291456|960,540,540,3145728|640,360,360,2097152",""
 ,LT30at,Sony,MSM8960,16,10000,0,0,0,35,3133440,2,1,-1,1,2,-1,921600,921600,2088960,2088960,2088960,0,0,0,2088960,2088960,2088960,"1280,720,720,6291456|960,540,540,3145728|640,360,360,2097152","1280,720,720,6291456|960,540,540,3145728|640,360,360,2097152","1280,720,720,6291456|960,540,540,3145728|640,360,360,2097152",""
 ,S39h,,MT6589,16,17,1,3,0,55,6266880,2,1,-1,1,0,-1,2088960,921600,2088960,2088960,2088960,0,0,0,2088960,2088960,2088960,"1920,1088,1080,12582912|1280,736,720,6291456|960,544,540,3145728|640,368,360,2097152","1280,736,720,6291456|960,544,540,3145728|640,368,360,2097152","1920,1088,1080,12582912|1280,736,720,6291456|960,544,540,3145728|640,368,360,2097152","support_video_layers=false"
 ,S39h,,MT6589,18,10000,1,3,0,55,6266880,2,1,-1,1,0,-1,2088960,921600,2088960,2088960,2088960,0,0,0,2088960,2088960,2088960,"1920,1088,1080,12582912|1280,720,720,6291456|960,544,540,3145728|640,352,360,2097152","1280,720,720,6291456|960,544,540,3145728|640,352,360,2097152","1920,1088,1080,12582912|1280,720,720,6291456|960,544,540,3145728|640,352,360,2097152","support_video_layers=false"
 ,C5302,,MSM8960,16,10000,1,3,0,35,3133440,2,1,-1,1,2,-1,921600,921600,2088960,2088960,2088960,0,0,0,2088960,2088960,2088960,"1280,720,720,6291456|640,360,360,2097152","1280,720,720,6291456|640,360,360,2097152","1280,720,720,6291456|640,360,360,2097152","use_mediaextractor=0"
 ,C5303,,MSM8960,16,10000,1,3,0,35,3133440,2,1,-1,1,2,-1,921600,921600,2088960,2088960,2088960,0,0,0,2088960,2088960,2088960,"1280,720,720,6291456|640,360,360,2097152","1280,720,720,6291456|640,360,360,2097152","1280,720,720,6291456|640,360,360,2097152",""
 ,ef39s,,MSM8660,16,10000,1,3,0,35,3133440,2,1,-1,1,2,-1,384000,384000,2088960,2088960,2088960,0,0,0,2088960,2088960,2088960,"800,480,480,2097152|640,360,360,2097152","800,480,480,2097152|640,360,360,2097152","800,480,480,2097152|640,360,360,2097152","use_mediaextractor=0"
 ,peregrine,,MSM8226,16,10000,1,3,0,35,6266880,2,1,-1,1,2,-1,921600,921600,2088960,2088960,2088960,2088960,0,0,921600,921600,921600,"1280,720,720,6291456|960,540,540,3145728|640,360,360,2097152","1280,720,720,6291456|960,540,540,3145728|640,360,360,2097152","1280,720,720,6291456|960,540,540,3145728|640,360,360,2097152","use_mediaextractor=0"
 LIFE PLAY,,,MT6589,18,10000,1,3,0,55,6266880,2,1,-1,1,0,-1,2088960,921600,2088960,2088960,2088960,0,0,0,2088960,2088960,2088960,"1920,1088,1080,12582912|1280,720,720,6291456|960,544,540,3145728|640,352,360,2097152","1280,720,720,6291456|960,544,540,3145728|640,352,360,2097152","1920,1088,1080,12582912|1280,720,720,6291456|960,544,540,3145728|640,352,360,2097152","support_video_layers=false"
 ,HM2013023,,MT6589,16,17,1,3,0,55,6266880,2,1,-1,1,0,-1,2088960,921600,2088960,2088960,2088960,0,0,0,2088960,2088960,2088960,"1920,1088,1080,12582912|1280,736,720,6291456|960,544,540,3145728|640,368,360,2097152","1280,736,720,6291456|960,544,540,3145728|640,368,360,2097152","1920,1088,1080,12582912|1280,736,720,6291456|960,544,540,3145728|640,368,360,2097152","support_video_layers=false"
 ,HM2013023,,MT6589,18,10000,1,3,0,55,6266880,2,1,-1,1,0,-1,2088960,921600,2088960,2088960,2088960,0,0,0,2088960,2088960,2088960,"1920,1088,1080,12582912|1280,720,720,6291456|960,544,540,3145728|640,352,360,2097152","1280,720,720,6291456|960,544,540,3145728|640,352,360,2097152","1920,1088,1080,12582912|1280,720,720,6291456|960,544,540,3145728|640,352,360,2097152","support_video_layers=false"
 LIFE PLAY,,,MT6589,16,17,1,3,0,55,6266880,2,1,-1,1,0,-1,2088960,921600,2088960,2088960,2088960,0,0,0,2088960,2088960,2088960,"1920,1088,1080,12582912|1280,736,720,6291456|960,544,540,3145728|640,368,360,2097152","1280,736,720,6291456|960,544,540,3145728|640,368,360,2097152","1920,1088,1080,12582912|1280,736,720,6291456|960,544,540,3145728|640,368,360,2097152","support_video_layers=false"
 ,hwG610-U00,,MT6589,16,17,1,3,0,55,6266880,2,1,-1,1,2,-1,2088960,921600,2088960,2088960,2088960,0,0,0,921600,921600,921600,"960,544,540,3145728|640,368,360,2097152","960,544,540,3145728|640,368,360,2097152","960,544,540,3145728|640,368,360,2097152","support_video_layers=false"
 ,hwG610-U00,,MT6589,18,10000,1,3,0,55,6266880,2,1,-1,1,2,-1,2088960,921600,2088960,2088960,2088960,0,0,0,921600,921600,921600,"1920,1088,1080,12582912|1280,720,720,6291456|960,544,540,3145728|640,352,360,2097152","1280,720,720,6291456|960,544,540,3145728|640,352,360,2097152","1920,1088,1080,12582912|1280,720,720,6291456|960,544,540,3145728|640,352,360,2097152","support_video_layers=false"
 ,hwG610-T00,,MT6589,16,17,1,3,0,55,6266880,2,1,-1,1,2,-1,2088960,921600,2088960,2088960,2088960,0,0,0,921600,921600,921600,"960,544,540,3145728|640,368,360,2097152","960,544,540,3145728|640,368,360,2097152","960,544,540,3145728|640,368,360,2097152","support_video_layers=false"
 ,hwG610-T00,,MT6589,18,10000,1,3,0,55,6266880,2,1,-1,1,2,-1,2088960,921600,2088960,2088960,2088960,0,0,0,921600,921600,921600,"1920,1088,1080,12582912|1280,720,720,6291456|960,544,540,3145728|640,352,360,2097152","1280,720,720,6291456|960,544,540,3145728|640,352,360,2097152","1920,1088,1080,12582912|1280,720,720,6291456|960,544,540,3145728|640,352,360,2097152","support_video_layers=false"
 ,SO-01E,,MSM8960,16,17,0,0,0,35,3133440,2,1,-1,1,2,-1,921600,921600,2088960,2088960,2088960,0,0,0,2088960,2088960,2088960,"1280,720,720,6291456|960,540,540,3145728|640,360,360,2097152","1280,720,720,6291456|960,540,540,3145728|640,360,360,2097152","1280,720,720,6291456|960,540,540,3145728|640,360,360,2097152",""
 ,SO-01E,,MSM8960,18,10000,1,3,0,35,3133440,2,1,-1,1,2,-1,921600,921600,2088960,2088960,2088960,0,0,0,2088960,2088960,2088960,"1280,720,720,6291456|960,540,540,3145728|640,360,360,2097152","1280,720,720,6291456|960,540,540,3145728|640,360,360,2097152","1280,720,720,6291456|960,540,540,3145728|640,360,360,2097152",""
 ,,,baytrail,18,10000,1,3,0,55,6266880,2,1,-1,1,2,-1,2088960,2088960,2088960,2088960,2088960,0,0,0,2088960,2088960,2088960,"1920,1080,1080,12582912|1280,720,720,6291456|640,360,360,2097152","1920,1080,1080,12582912|1280,720,720,6291456|640,360,360,2097152","1920,1080,1080,12582912|1280,720,720,6291456|640,360,360,2097152",""
 ,,,baytrail,16,17,0,3,0,55,6266880,2,1,-1,1,2,-1,2088960,2088960,2088960,2088960,2088960,0,0,0,2088960,2088960,2088960,"1920,1080,1080,12582912|1280,720,720,6291456|640,360,360,2097152","1920,1080,1080,12582912|1280,720,720,6291456|640,360,360,2097152","1920,1080,1080,12582912|1280,720,720,6291456|640,360,360,2097152",""
 ,,,clovertrail,16,17,0,3,0,55,6266880,2,1,-1,1,2,-1,2088960,2088960,2088960,2088960,2088960,0,0,0,2088960,2088960,2088960,"1280,720,720,6291456|640,360,360,2097152","1280,720,720,6291456|640,360,360,2097152","1280,720,720,6291456|640,360,360,2097152",""
 ,,,medfield,16,17,0,3,0,55,6266880,2,1,-1,1,2,-1,2088960,2088960,2088960,2088960,2088960,0,0,0,2088960,2088960,2088960,"1920,1080,1080,12582912|1280,720,720,6291456|640,360,360,2097152","1920,1080,1080,12582912|1280,720,720,6291456|640,360,360,2097152","1920,1080,1080,12582912|1280,720,720,6291456|640,360,360,2097152",""
 ,,,medfield,18,10000,1,3,0,55,6266880,2,1,-1,1,2,-1,2088960,2088960,2088960,2088960,2088960,0,0,0,2088960,2088960,2088960,"1920,1080,1080,12582912|1280,720,720,6291456|640,360,360,2097152","1920,1080,1080,12582912|1280,720,720,6291456|640,360,360,2097152","1920,1080,1080,12582912|1280,720,720,6291456|640,360,360,2097152",""
 ,ef48s,,MSM8064,16,10000,1,3,0,35,3133440,2,1,-1,1,2,-1,921600,921600,2088960,2088960,2088960,0,0,0,2088960,2088960,2088960,"1280,720,720,6291456|640,360,360,2097152","1280,720,720,6291456|640,360,360,2097152","1280,720,720,6291456|640,360,360,2097152","use_mediaextractor=0"
 ,ef49k,,MSM8064,16,10000,1,3,0,35,3133440,2,1,-1,1,2,-1,921600,921600,2088960,2088960,2088960,0,0,0,2088960,2088960,2088960,"1280,720,720,6291456|640,360,360,2097152","1280,720,720,6291456|640,360,360,2097152","1280,720,720,6291456|640,360,360,2097152","use_mediaextractor=0"
 BLU ADVANCE 4.0,,,MT6572,16,10000,1,3,0,35,3133440,2,1,-1,1,2,-1,921600,921600,2088960,2088960,2088960,0,0,0,921600,921600,921600,"1280,720,720,6291456|960,540,540,3145728|640,360,360,2097152","960,540,540,3145728|640,360,360,2097152","1280,720,720,6291456|960,540,540,3145728|640,360,360,2097152",""
 ,,,MSM8992,18,10000,1,3,0,55,12533760,2,1,-1,1,2,-1,2088960,2088960,2088960,2088960,2088960,0,0,0,2088960,2088960,2088960,"1920,1080,1080,12582912|1280,720,720,6291456|640,360,360,2097152","1920,1080,1080,12582912|1280,720,720,6291456|640,360,360,2097152","1920,1080,1080,12582912|1280,720,720,6291456|640,360,360,2097152",""
 ,,,universal7420,18,10000,1,3,0,55,12533760,2,1,-1,1,2,-1,2088960,2088960,2088960,2088960,2088960,0,0,0,2088960,2088960,2088960,"1920,1088,1080,12582912|1280,736,720,6291456|640,368,360,2097152","1920,1088,1080,12582912|1280,736,720,6291456|640,368,360,2097152","1920,1088,1080,12582912|1280,736,720,6291456|640,368,360,2097152",""
 ,,,MSM8994,18,10000,1,3,0,55,12533760,2,1,-1,1,2,-1,2088960,2088960,2088960,2088960,2088960,0,0,0,2088960,2088960,2088960,"1920,1080,1080,12582912|1280,720,720,6291456|640,360,360,2097152","1920,1080,1080,12582912|1280,720,720,6291456|640,360,360,2097152","1920,1080,1080,12582912|1280,720,720,6291456|640,360,360,2097152","max_supported_video_bitrate=10485760|max_supported_audio_samplingrate=48000 "
 ,Che1,HUAWEI,msm8916,19,10000,1,3,0,35,6266880,2,1,-1,1,2,-1,2088960,2088960,2088960,2088960,2088960,0,0,0,2088960,2088960,2088960,"1920,1080,1080,12582912|1280,720,720,6291456|640,360,360,2097152","1920,1080,1080,12582912|1280,720,720,6291456|640,360,360,2097152","1920,1080,1080,12582912|1280,720,720,6291456|640,360,360,2097152","max_supported_video_bitrate=10485760|max_supported_audio_samplingrate=48000"
 ,,,hi3630,18,10000,1,3,0,35,12533760,2,1,-1,1,2,-1,2088960,2088960,2088960,2088960,2088960,0,0,0,2088960,2088960,2088960,"1920,1088,1080,12582912|1280,736,720,6291456|640,368,360,2097152","1920,1080,1080,12582912|1280,720,720,6291456|640,360,360,2097152","1920,1088,1080,12582912|1280,736,720,6291456|640,368,360,2097152","use_mediaextractor=0 "
 ,,,MSM8974AC,18,10000,1,3,0,55,12533760,2,1,-1,1,2,-1,2088960,2088960,2088960,2088960,2088960,0,0,0,2088960,2088960,2088960,"1920,1088,1080,12582912|1280,736,720,6291456|640,368,360,2097152","1920,1080,1080,12582912|1280,720,720,6291456|640,360,360,2097152","1920,1088,1080,12582912|1280,736,720,6291456|640,368,360,2097152",""
 ,,,MT6795,18,10000,1,3,0,55,12533760,2,1,-1,1,2,-1,2088960,2088960,2088960,2088960,2088960,0,0,0,2088960,2088960,2088960,"1920,1088,1080,12582912|1280,736,720,6291456|640,368,360,2097152","1920,1080,1080,12582912|1280,720,720,6291456|640,360,360,2097152","1920,1088,1080,12582912|1280,736,720,6291456|640,368,360,2097152","support_video_layers=0"
 ,MG2,,MT6589,16,17,1,3,0,55,6266880,2,1,-1,1,0,-1,2088960,921600,2088960,2088960,2088960,0,0,0,2088960,2088960,2088960,"1920,1088,1080,12582912|1280,736,720,6291456|960,544,540,3145728|640,368,360,2097152","1280,736,720,6291456|960,544,540,3145728|640,368,360,2097152","1920,1088,1080,12582912|1280,736,720,6291456|960,544,540,3145728|640,368,360,2097152","support_video_layers=false"
 ,MG2,,MT6589,18,10000,1,3,0,55,6266880,2,1,-1,1,0,-1,2088960,921600,2088960,2088960,2088960,0,0,0,2088960,2088960,2088960,"1920,1088,1080,12582912|1280,720,720,6291456|960,544,540,3145728|640,352,360,2097152","1280,720,720,6291456|960,544,540,3145728|640,352,360,2097152","1920,1088,1080,12582912|1280,720,720,6291456|960,544,540,3145728|640,352,360,2097152","support_video_layers=false"
 ,shieldtablet,,tegra,18,10000,1,3,0,55,12533760,2,1,-1,1,2,-1,2088960,2088960,2088960,2088960,2088960,0,0,0,2088960,2088960,2088960,"1920,1080,1080,12582912|1280,720,720,6291456|640,360,360,2097152","1920,1080,1080,12582912|1280,720,720,6291456|640,360,360,2097152","1920,1080,1080,12582912|1280,720,720,6291456|640,360,360,2097152"
 ,SHIELD Tablet K1,,tegra,18,10000,1,3,0,55,12533760,2,1,-1,1,2,-1,2088960,2088960,2088960,2088960,2088960,0,0,0,2088960,2088960,2088960,"1920,1080,1080,12582912|1280,720,720,6291456|640,360,360,2097152","1920,1080,1080,12582912|1280,720,720,6291456|640,360,360,2097152","1920,1080,1080,12582912|1280,720,720,6291456|640,360,360,2097152"
 ,mocha,,tegra,18,10000,1,3,0,55,12533760,2,1,-1,1,2,-1,2088960,2088960,2088960,2088960,2088960,0,0,0,2088960,2088960,2088960,"1920,1080,1080,12582912|1280,720,720,6291456|640,360,360,2097152","1920,1080,1080,12582912|1280,720,720,6291456|640,360,360,2097152","1920,1080,1080,12582912|1280,720,720,6291456|640,360,360,2097152",""
 ,lcsh92_wet_jb9,,MT6592,16,17,1,3,0,55,4177920,2,1,2000,1,0,-1,2088960,921600,2088960,2088960,2088960,0,0,0,921600,921600,921600,"1920,1088,1080,12582912|1280,720,720,6291456|960,544,540,3145728|640,352,360,2097152","1280,720,720,6291456|960,544,540,3145728|640,352,360,2097152","1920,1088,1080,12582912|1280,720,720,6291456|960,544,540,3145728|640,352,360,2097152",""
 ,lcsh92_wet_jb9,,MT6592,18,10000,1,3,0,55,4177920,2,1,2000,1,0,-1,2088960,921600,2088960,2088960,2088960,0,0,0,921600,921600,921600,"1920,1088,1080,12582912|1280,720,720,6291456|960,544,540,3145728|640,368,360,2097152","1280,720,720,6291456|960,544,540,3145728|640,368,360,2097152","1920,1088,1080,12582912|1280,720,720,6291456|960,544,540,3145728|640,368,360,2097152",""
 ,M320,,MT6592,16,17,1,3,0,55,4177920,2,1,2000,1,0,-1,2088960,921600,2088960,2088960,2088960,0,0,0,921600,921600,921600,"1920,1088,1080,12582912|1280,720,720,6291456|960,544,540,3145728|640,352,360,2097152","1280,720,720,6291456|960,544,540,3145728|640,352,360,2097152","1920,1088,1080,12582912|1280,720,720,6291456|960,544,540,3145728|640,352,360,2097152",""
 ,M320,,MT6592,18,10000,1,3,0,55,4177920,2,1,2000,1,0,-1,2088960,921600,2088960,2088960,2088960,0,0,0,921600,921600,921600,"1920,1088,1080,12582912|1280,720,720,6291456|960,544,540,3145728|640,368,360,2097152","1280,720,720,6291456|960,544,540,3145728|640,368,360,2097152","1920,1088,1080,12582912|1280,720,720,6291456|960,544,540,3145728|640,368,360,2097152",""
 ,,,MSM8996,18,10000,1,3,0,55,53084160,2,1,-1,1,2,-1,2088960,2088960,8847360,8847360,8847360,0,0,0,8847360,8847360,8847360,"3840,2160,1080,30582912|1920,1088,1080,12582912|1280,736,720,6291456|640,368,360,2097152","3840,2160,1080,30582912|1920,1080,1080,12582912|1280,720,720,6291456|640,360,360,2097152","3840,2160,1080,30582912|1920,1088,1080,12582912|1280,736,720,6291456|640,368,360,2097152",""
 ,,,universal8890,18,10000,1,3,0,55,53084160,2,1,-1,1,2,-1,2088960,2088960,8847360,8847360,8847360,0,0,0,8847360,8847360,8847360,"3840,2160,1080,30582912|1920,1088,1080,12582912|1280,736,720,6291456|640,368,360,2097152","3840,2160,1080,30582912|1920,1080,1080,12582912|1280,720,720,6291456|640,360,360,2097152","3840,2160,1080,30582912|1920,1088,1080,12582912|1280,736,720,6291456|640,368,360,2097152",""
 ,,,gmin,18,10000,1,3,0,55,12533760,2,1,-1,1,2,-1,2088960,2088960,2088960,2088960,2088960,0,0,0,2088960,2088960,2088960,"1920,1088,1080,12582912|1280,736,720,6291456|640,368,360,2097152","1920,1080,1080,12582912|1280,720,720,6291456|640,360,360,2097152","1920,1088,1080,12582912|1280,736,720,6291456|640,368,360,2097152",""
 ,,,hi6620oem,18,10000,1,3,0,31,6266880,2,1,-1,1,2,-1,921600,921600,2088960,2088960,2088960,0,0,0,2088960,2088960,2088960,"320,180,180,524288","1280,720,720,6291456|640,360,360,2097152","320,180,180,524288",""
 ,,,msm8939,18,10000,1,3,0,55,6266880,2,1,2000,1,2,-1,2088960,921600,2088960,2088960,2088960,0,0,0,2088960,2088960,2088960,"1920,1080,1080,12582912|1280,720,720,6291456|640,360,360,2097152","1280,720,720,6291456|640,360,360,2097152","1920,1080,1080,12582912|1280,720,720,6291456|640,360,360,2097152","support_video_layers=1"
 ,,,universal7580,18,10000,1,3,0,55,6266880,2,1,2000,1,2,-1,2088960,921600,2088960,2088960,2088960,0,0,0,2088960,2088960,2088960,"1920,1080,1080,12582912|1280,720,720,6291456|640,360,360,2097152","1280,720,720,6291456|640,360,360,2097152","1920,1080,1080,12582912|1280,720,720,6291456|640,360,360,2097152","support_video_layers=1"
 ,,,msm8939v2,18,10000,1,3,0,55,6266880,2,1,2000,1,2,-1,2088960,921600,2088960,2088960,2088960,0,0,0,2088960,2088960,2088960,"1920,1080,1080,12582912|1280,720,720,6291456|640,360,360,2097152","1280,720,720,6291456|640,360,360,2097152","1920,1080,1080,12582912|1280,720,720,6291456|640,360,360,2097152","support_video_layers=1"
 ,,,msm8952,18,10000,1,3,0,55,6266880,2,1,2000,1,2,-1,2088960,921600,2088960,2088960,2088960,0,0,0,2088960,2088960,2088960,"1920,1080,1080,12582912|1280,720,720,6291456|640,360,360,2097152","1280,720,720,6291456|640,360,360,2097152","1920,1080,1080,12582912|1280,720,720,6291456|640,360,360,2097152","support_video_layers=1"
 ,,,msm8953,18,10000,1,3,0,55,6266880,2,1,2000,1,2,-1,2088960,921600,2088960,2088960,2088960,0,0,0,2088960,2088960,2088960,"1920,1080,1080,12582912|1280,720,720,6291456|640,360,360,2097152","1280,720,720,6291456|640,360,360,2097152","1920,1080,1080,12582912|1280,720,720,6291456|640,360,360,2097152","support_video_layers=1"
 ,,,msm8956,18,10000,1,3,0,55,6266880,2,1,2000,1,2,-1,2088960,921600,2088960,2088960,2088960,0,0,0,2088960,2088960,2088960,"1920,1080,1080,12582912|1280,720,720,6291456|640,360,360,2097152","1280,720,720,6291456|640,360,360,2097152","1920,1080,1080,12582912|1280,720,720,6291456|640,360,360,2097152","support_video_layers=1"
 ,,,msm8976,18,10000,1,3,0,55,6266880,2,1,2000,1,2,-1,2088960,921600,2088960,2088960,2088960,0,0,0,2088960,2088960,2088960,"1920,1080,1080,12582912|1280,720,720,6291456|640,360,360,2097152","1280,720,720,6291456|640,360,360,2097152","1920,1080,1080,12582912|1280,720,720,6291456|640,360,360,2097152","support_video_layers=1"
 ,,,hi3650,18,10000,1,3,0,35,12533760,2,1,-1,1,2,-1,2088960,2088960,2088960,2088960,2088960,0,0,0,2088960,2088960,2088960,"1920,1088,1080,12582912|1280,736,720,6291456|640,368,360,2097152","1920,1080,1080,12582912|1280,720,720,6291456|640,360,360,2097152","1920,1088,1080,12582912|1280,736,720,6291456|640,368,360,2097152","use_mediaextractor=0 "
 ,hydrogen,,MSM8976,18,10000,1,3,0,55,12533760,2,1,-1,1,2,-1,2088960,2088960,2088960,2088960,2088960,0,0,0,2088960,2088960,2088960,"1920,1088,1080,12582912|1280,736,720,6291456|640,368,360,2097152","1920,1080,1080,12582912|1280,720,720,6291456|640,360,360,2097152","1920,1088,1080,12582912|1280,736,720,6291456|640,368,360,2097152",""
 MotoG3-TE,,,msm8939,18,10000,1,3,0,55,6266880,2,1,2000,1,2,-1,2088960,921600,2088960,2088960,2088960,0,0,0,2088960,2088960,2088960,"1920,1080,1080,12582912|1280,720,720,6291456|640,360,360,2097152","1280,720,720,6291456|640,360,360,2097152","1920,1080,1080,12582912|1280,720,720,6291456|640,360,360,2097152","support_video_layers=1"
 ,i9031,,MSM8937,18,10000,1,3,0,55,6266880,2,1,-1,1,2,-1,2073600,2073600,2073600,2073600,2073600,0,0,0,2073600,2073600,2073600,"1920,1080,1080,12582912|1280,736,720,6291456|640,368,360,2097152","1920,1080,1080,12582912|1280,720,720,6291456|640,360,360,2097152","1920,1080,1080,12582912|1280,736,720,6291456|640,368,360,2097152",""
 